t_days,B,F,A
2.220000000000000000e+02,6.146374455719132435e-01,6.615606958141713179e-01,2.570647867936429773e-04
2.230000000000000000e+02,6.418084058670695535e-01,6.723605309784504991e-01,0.000000000000000000e+00
2.240000000000000000e+02,6.586416795838024862e-01,6.311469801388986944e-01,5.510305558593695343e-05
2.250000000000000000e+02,6.689580764180707018e-01,4.881458884606201254e-01,4.400353375726373485e-05
2.260000000000000000e+02,6.796698807491788896e-01,3.890494291811235628e-01,3.172001732213769655e-05
2.270000000000000000e+02,6.811458036430830809e-01,3.059657152234185329e-01,1.575653476607780416e-04
2.280000000000000000e+02,6.888563468620552133e-01,2.737955647060127395e-01,2.889165982330656342e-04
2.290000000000000000e+02,6.931688966153537468e-01,2.758708525766470077e-01,1.520353078118457345e-03
2.300000000000000000e+02,6.824903766607156586e-01,2.525439164508866963e-01,2.612397802960947542e-03
2.310000000000000000e+02,6.835162787544470930e-01,2.673554826906089921e-01,3.752248121360533730e-03
2.320000000000000000e+02,6.764761509390307959e-01,2.620065641826107017e-01,2.816488758376369320e-03
2.330000000000000000e+02,6.690463407531070938e-01,2.197943371961700865e-01,2.051282390909832474e-03
2.340000000000000000e+02,6.718863992855076406e-01,2.255289309989138291e-01,2.326521296873972685e-03
2.350000000000000000e+02,6.746788515559840604e-01,2.271958389106617793e-01,1.976225166487529349e-03
2.360000000000000000e+02,6.682279721529277294e-01,2.164475357085035856e-01,2.735855078432703619e-03
2.370000000000000000e+02,6.782112213971107639e-01,2.173670529625058578e-01,2.903809414228803853e-03
2.380000000000000000e+02,6.856194252290331859e-01,2.526499332701566125e-01,2.669744377809629005e-03
2.390000000000000000e+02,6.807936771897582506e-01,2.182413632111466217e-01,1.030678710143952039e-03
2.400000000000000000e+02,6.781076564155856801e-01,2.226334679124222227e-01,8.587271846214252369e-04
2.410000000000000000e+02,6.864231435953884741e-01,2.395357180593638557e-01,1.570425610649212695e-03
2.420000000000000000e+02,7.048127660199476896e-01,2.304546325672229834e-01,3.567270928680107414e-04
2.430000000000000000e+02,7.114885883521467891e-01,1.960085040907389442e-01,0.000000000000000000e+00
2.440000000000000000e+02,7.124258546008302995e-01,2.076777027766119055e-01,2.904995915712277115e-04
2.450000000000000000e+02,7.113981171950980453e-01,1.793586393450201655e-01,0.000000000000000000e+00
2.460000000000000000e+02,7.120627370423763258e-01,1.647169869694370126e-01,5.652673142780412479e-04
2.470000000000000000e+02,7.141414500784115660e-01,1.668292140160056169e-01,4.660922420892296128e-04
2.480000000000000000e+02,7.052472430784014756e-01,1.853214835755613021e-01,0.000000000000000000e+00
2.490000000000000000e+02,7.062991703377230479e-01,1.813894979675212404e-01,8.296181979168654706e-04
2.500000000000000000e+02,7.070252185329497507e-01,1.851498231755520918e-01,1.479803903175489280e-04
2.510000000000000000e+02,7.083960020940347491e-01,1.840297625880967236e-01,1.302289790398353415e-03
2.520000000000000000e+02,7.098793397345208867e-01,1.790403020784886445e-01,5.583582564273348878e-04
2.530000000000000000e+02,7.118571473239387881e-01,1.862337180286526561e-01,8.150030162744759240e-04
2.540000000000000000e+02,7.046575213447104913e-01,1.971562313267900546e-01,1.566488955429528240e-03
2.550000000000000000e+02,6.759621292728263953e-01,1.325743659120100504e-01,1.690458009966745246e-03
2.560000000000000000e+02,6.364845463439425810e-01,9.997307436947086567e-02,2.230533164606389538e-03
2.570000000000000000e+02,5.994551769301530442e-01,7.340419108804989434e-02,4.587125983968581150e-03
2.580000000000000000e+02,5.676024906069170317e-01,6.044314898329528063e-02,4.414958397329529598e-03
2.590000000000000000e+02,5.371431803976440822e-01,4.570019936653250958e-02,4.453814544336627372e-03
2.600000000000000000e+02,5.133411033870353135e-01,4.314177407762292971e-02,3.593349608579426892e-03
2.610000000000000000e+02,4.864284179563125310e-01,4.108653534392723433e-02,2.220153031389836360e-03
2.620000000000000000e+02,4.550698013438404521e-01,3.552664204670864107e-02,3.121896205052568547e-03
2.630000000000000000e+02,4.350865660285606618e-01,3.313868473158115141e-02,3.493529768641870197e-03
2.640000000000000000e+02,4.205692011916862261e-01,3.553350045443841310e-02,2.569454510375111626e-03
2.650000000000000000e+02,4.054990105601946615e-01,3.724518087094094015e-02,2.846898492910655051e-03
2.660000000000000000e+02,3.906391231939746467e-01,3.849239788111615684e-02,1.566504815218166657e-03
2.670000000000000000e+02,3.689243894658124079e-01,3.774371974112983308e-02,1.620605978347855860e-03
2.680000000000000000e+02,3.525207832728383672e-01,3.266830347544002339e-02,1.495295640762320591e-03
2.690000000000000000e+02,3.401733117461471778e-01,3.943676967964274832e-02,1.515223464163085792e-03
2.700000000000000000e+02,3.289282296863361710e-01,4.497903751093743768e-02,1.741680197249998894e-03
2.710000000000000000e+02,3.176983977502215173e-01,4.470452982213761473e-02,2.763367069267586105e-03
2.720000000000000000e+02,3.016769338193750483e-01,4.209353194040885149e-02,3.916176647769621308e-03
2.730000000000000000e+02,2.879206850480532376e-01,4.008786368577012954e-02,2.768881743765100670e-03
2.740000000000000000e+02,2.766036568142962171e-01,4.216524185032037575e-02,1.190548311214996088e-03
2.750000000000000000e+02,2.769043164292069314e-01,4.057767499501983149e-02,7.458566235115360581e-04
2.760000000000000000e+02,2.710958566291612470e-01,4.157707775972591807e-02,5.667558131408588495e-04
2.770000000000000000e+02,2.719787296228495244e-01,4.414368351701481591e-02,1.204397609122123680e-03
2.780000000000000000e+02,2.650452184280262524e-01,4.588283292247237466e-02,1.333180504104000512e-03
2.790000000000000000e+02,2.560544642536549675e-01,4.277185455283502580e-02,1.385128739066752740e-04
2.800000000000000000e+02,2.444093601314691888e-01,3.925874904615932193e-02,3.529799594821149986e-05
2.810000000000000000e+02,2.354403125392136864e-01,3.646766053091164000e-02,8.314306388632809893e-05
2.820000000000000000e+02,2.269303979125533166e-01,3.921667266451941275e-02,0.000000000000000000e+00
2.830000000000000000e+02,2.272250076869994917e-01,3.475481212994174091e-02,1.853733236310684657e-04
2.840000000000000000e+02,2.236788887501211798e-01,3.472291195668609359e-02,0.000000000000000000e+00
2.850000000000000000e+02,2.760369986309224033e-01,2.627398204136938142e-01,4.196130099341323968e-04
2.860000000000000000e+02,3.204903381696498910e-01,4.050588313865007839e-01,7.790679655421008489e-04
2.870000000000000000e+02,3.522840796636630412e-01,5.235667885640291619e-01,7.957510200500308680e-05
2.880000000000000000e+02,3.894350143450577284e-01,6.360587518438639565e-01,6.620201787674386852e-06
2.890000000000000000e+02,4.239291190115799246e-01,6.644998416369055638e-01,1.365718463127901566e-04
